vernacular,scientific,size,wingspan,order,family,map_url,image_url,audio_url
Chardonneret élégant,Carduelis carduelis,14 cm,-,Passériformes,Fringillidés,https://www.oiseaux.net/maps/images/chardonneret.elegant.200.w.jpg,"['https://www.oiseaux.net/photos/aurelien.audevard/images/id/chardonneret.elegant.auau.10p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/chardonneret.elegant.redu.17p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.riviere/images/id/chardonneret.elegant.jari.12p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/chardonneret.elegant.roba.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/chardonneret.elegant.auau.4p.152.h.jpg', 'https://www.oiseaux.net/photos/nathalie.santa.maria/images/id/chardonneret.elegant.nasa.8p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/chardonneret.elegant.redu.22p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/id/chardonneret.elegant.dico.4p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/id/chardonneret.elegant.dico.7p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.beillard/images/id/chardonneret.elegant.stbe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jules.fouarge/images/id/chardonneret.elegant.jufo.34p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-pierre.trouillas/images/id/chardonneret.elegant.jptr.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.beillard/images/id/chardonneret.elegant.stbe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/chardonneret.elegant.redu.13p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/id/chardonneret.elegant.mica.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/chardonneret.elegant.heen.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/chardonneret.elegant.heen.5p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.cambon/images/id/chardonneret.elegant.yaca.2p.152.h.jpg']",https://www.oiseaux.net/chant/jean.roche/chardonneret.elegant.1.mp3
Océanite de Castro,Hydrobates castro,21 cm,44 à 46 cm.,Procellariiformes,Hydrobatidés,,"['https://www.oiseaux.net/photos/quentin.guibert/images/oceanite.de.castro.qugu.7p.152.h.jpg', 'https://www.oiseaux.net/photos/quentin.guibert/images/oceanite.de.castro.qugu.8p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/oceanite.de.castro.doza.3p.152.h.jpg', 'https://www.oiseaux.net/photos/paul.van.giersbergen/images/oceanite.de.castro.pava.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/oceanite.de.castro.doza.4p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/oceanite.de.castro.doza.2p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/oceanite.de.castro.doza.1p.152.h.jpg']",
Roselin cramoisi,Carpodacus erythrinus,15 cm,24 cm.,Passériformes,Fringillidés,,"['https://www.oiseaux.net/photos/aurelien.audevard/images/id/roselin.cramoisi.auau.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/id/roselin.cramoisi.stan.4p.152.h.jpg', 'https://www.oiseaux.net/photos/gabriel.leboff/images/id/roselin.cramoisi.gale.2p.152.h.jpg', 'https://www.oiseaux.net/photos/hugo.touze/images/id/roselin.cramoisi.huto.2p.152.h.jpg', 'https://www.oiseaux.net/photos/singhal.sunil/images/id/roselin.cramoisi.sisu.11p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/id/roselin.cramoisi.cala.2p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.ottaviani/images/id/roselin.cramoisi.miot.1p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/roselin.cramoisi.hemi.10p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/roselin.cramoisi.anco.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/roselin.cramoisi.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/roselin.cramoisi.stan.3p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.palomares/images/roselin.cramoisi.vipa.5p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/roselin.cramoisi.thar.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/roselin.cramoisi.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/roselin.cramoisi.mafa.4p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/roselin.cramoisi.mafa.5p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/roselin.cramoisi.140571.mp3
Bécassin à long bec,Limnodromus scolopaceus,30 cm,46 à 52 cm.,Charadriiformes,Scolopacidés,,"['https://www.oiseaux.net/photos/lars.petersson/images/id/becassin.a.long.bec.lape.5p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/becassin.a.long.bec.lape.2p.152.h.jpg', 'https://www.oiseaux.net/photos/yael.shiff/images/id/becassin.a.long.bec.yash.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/becassin.a.long.bec.lape.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/id/becassin.a.long.bec.jcja.2p.152.h.jpg', 'https://www.oiseaux.net/photos/yael.shiff/images/id/becassin.a.long.bec.yash.3p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/becassin.a.long.bec.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/becassin.a.long.bec.mafa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/becassin.a.long.bec.flle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/cyril.vathelet/images/becassin.a.long.bec.cyva.1p.152.h.jpg', 'https://www.oiseaux.net/photos/nicolas.bastide/images/becassin.a.long.bec.niba.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/becassin.a.long.bec.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/cyril.vathelet/images/becassin.a.long.bec.cyva.2p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/becassin.a.long.bec.fram.1p.152.h.jpg']",https://www.oiseaux.net/chant/manuel.grosselet/becassin.a.long.bec.490402.mp3
Sterne de Dougall,Sterna dougallii,43 cm,72 à 80 cm.,Charadriiformes,Laridés,https://www.oiseaux.net/maps/images/sterne.de.dougall.200.w.jpg,"['https://www.oiseaux.net/photos/vincent.palomares/images/id/sterne.de.dougall.vipa.6p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/sterne.de.dougall.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/yvon.toupin/images/id/sterne.de.dougall.yvto.2p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.lemoine/images/id/sterne.de.dougall.vile.6p.152.h.jpg', 'https://www.oiseaux.net/photos/yvon.toupin/images/id/sterne.de.dougall.yvto.3p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/sterne.de.dougall.dico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/sterne.de.dougall.dico.2p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/sterne.de.dougall.dico.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/sterne.de.dougall.stan.4p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/sterne.de.dougall.stan.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/sterne.de.dougall.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/sterne.de.dougall.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/hugo.touze/images/sterne.de.dougall.huto.1p.152.h.jpg', 'https://www.oiseaux.net/photos/philippe.stroot/images/sterne.de.dougall.phst.1p.152.h.jpg', 'https://www.oiseaux.net/photos/titouan.roguet/images/sterne.de.dougall.tiro.1p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/sterne.de.dougall.154277.mp3
Tarier pâtre,Saxicola rubicola,13 cm,18 à 21 cm.,Passériformes,Muscicapidés,https://www.oiseaux.net/maps/images/tarier.patre.200.w.jpg,"['https://www.oiseaux.net/photos/aurelien.audevard/images/id/tarier.patre.auau.8p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/tarier.patre.redu.10p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/tarier.patre.redu.11p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/id/tarier.patre.flle.2p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/tarier.patre.redu.15p.152.h.jpg', 'https://www.oiseaux.net/photos/yael.shiff/images/id/tarier.patre.yash.1p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/id/tarier.patre.ghri.3p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.l.hoir/images/id/tarier.patre.palh.2p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.leviez/images/id/tarier.patre.frle.2p.152.h.jpg', 'https://www.oiseaux.net/photos/pascale.becue/images/id/tarier.patre.pbec.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/tarier.patre.auau.14p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.riviere/images/id/tarier.patre.jari.7p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/tarier.patre.dico.3p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/tarier.patre.dico.9p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/tarier.patre.dico.8p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/tarier.patre.dico.10p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/tarier.patre.dico.11p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/tarier.patre.dico.13p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/tarier.patre.135373.mp3
Hypolaïs pâle,Iduna pallida,14 cm,18 à 21 cm.,Passériformes,Acrocephalidés,,"['https://www.oiseaux.net/photos/nick.smith/images/hypolais.pale.nism.2p.152.h.jpg', 'https://www.oiseaux.net/photos/nick.smith/images/hypolais.pale.nism.1p.152.h.jpg', 'https://www.oiseaux.net/photos/nick.smith/images/hypolais.pale.nism.3p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/hypolais.pale.heen.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/hypolais.pale.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/hypolais.pale.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/hypolais.pale.mafa.4p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.rolin/images/hypolais.pale.gero.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.rolin/images/hypolais.pale.gero.2p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.rolin/images/hypolais.pale.gero.4p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.rolin/images/hypolais.pale.gero.5p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.rolin/images/hypolais.pale.gero.6p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/hypolais.pale.134452.mp3
Mergule nain,Alle alle,19 cm,40 à 48 cm.,Charadriiformes,Alcidés,,"['https://www.oiseaux.net/photos/jean-michel.fenerole/images/mergule.nain.jefe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/mergule.nain.mafa.10p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.baudat/images/mergule.nain.frba.3p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/mergule.nain.mafa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/mergule.nain.mafa.4p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/mergule.nain.mafa.7p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/mergule.nain.mafa.9p.152.h.jpg', 'https://www.oiseaux.net/photos/hugo.touze/images/mergule.nain.huto.3p.152.h.jpg', 'https://www.oiseaux.net/photos/hugo.touze/images/mergule.nain.huto.2p.152.h.jpg', 'https://www.oiseaux.net/photos/hugo.touze/images/mergule.nain.huto.1p.152.h.jpg', 'https://www.oiseaux.net/photos/titouan.roguet/images/mergule.nain.tiro.1p.152.h.jpg', 'https://www.oiseaux.net/photos/titouan.roguet/images/mergule.nain.tiro.2p.152.h.jpg', 'https://www.oiseaux.net/photos/titouan.roguet/images/mergule.nain.tiro.3p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.leviez/images/mergule.nain.frle.3p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/mergule.nain.135863.mp3
Tarier de Stejneger,Saxicola stejnegeri,cm,-,Passériformes,Muscicapidés,,"['https://www.oiseaux.net/photos/lars.petersson/images/id/tarier.de.stejneger.lape.1p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/tarier.de.stejneger.lape.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/tarier.de.stejneger.lape.3p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/tarier.de.stejneger.hemi.3p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/id/tarier.de.stejneger.fram.1p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/id/tarier.de.stejneger.fram.5p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/tarier.de.stejneger.flle.2p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/tarier.de.stejneger.flle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/tarier.de.stejneger.fram.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/tarier.de.stejneger.stme.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/tarier.de.stejneger.stme.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/tarier.de.stejneger.stme.1p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/tarier.de.stejneger.fram.8p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/tarier.de.stejneger.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/tarier.de.stejneger.cala.2p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/tarier.de.stejneger.cala.3p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/tarier.de.stejneger.cala.1p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/tarier.de.stejneger.766287.mp3
Sittelle de Krüper,Sitta krueperi,12 cm,21 à 23 cm.,Passériformes,Sittidés,,"['https://www.oiseaux.net/photos/michel.moschovis/images/sittelle.de.kruper.mimo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.moschovis/images/sittelle.de.kruper.mimo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/titouan.roguet/images/sittelle.de.kruper.tiro.2p.152.h.jpg', 'https://www.oiseaux.net/photos/titouan.roguet/images/sittelle.de.kruper.tiro.1p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/sittelle.de.kruper.ghri.5p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/sittelle.de.kruper.ghri.6p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/sittelle.de.kruper.mafa.4p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/sittelle.de.kruper.ghri.1p.152.h.jpg', 'https://www.oiseaux.net/photos/christian.maliverney/images/sittelle.de.kruper.chma.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/sittelle.de.kruper.hemi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/sittelle.de.kruper.doza.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dora.zarzavatsaki/images/sittelle.de.kruper.doza.2p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/sittelle.de.kruper.dibu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/steve.garvie/images/sittelle.de.kruper.stga.3p.152.h.jpg', 'https://www.oiseaux.net/photos/steve.garvie/images/sittelle.de.kruper.stga.1p.152.h.jpg']",
Noddi brun,Anous stolidus,45 cm,75 à 86 cm.,Charadriiformes,Laridés,,"['https://www.oiseaux.net/photos/patrick.ingremeau/images/id/noddi.brun.pain.6p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.ingremeau/images/id/noddi.brun.pain.1p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.leviez/images/id/noddi.brun.frle.2p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.derennes/images/id/noddi.brun.pade.18p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/noddi.brun.auau.2p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.derennes/images/id/noddi.brun.pade.19p.152.h.jpg', 'https://www.oiseaux.net/photos/maxime.dechelle/images/id/noddi.brun.maxd.1p.152.h.jpg', 'https://www.oiseaux.net/photos/alexandre.laubin/images/id/noddi.brun.alla.8p.152.h.jpg', 'https://www.oiseaux.net/photos/francois.vandeschricke/images/id/noddi.brun.frva.4p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.lemoine/images/id/noddi.brun.vile.1p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.lemoine/images/id/noddi.brun.vile.4p.152.h.jpg', 'https://www.oiseaux.net/photos/alexandre.laubin/images/id/noddi.brun.alla.6p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/noddi.brun.auau.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/id/noddi.brun.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/noddi.brun.thar.2p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/noddi.brun.158650.mp3
Crave à bec rouge,Pyrrhocorax pyrrhocorax,41 cm,76 à 80 cm.,Passériformes,Corvidés,https://www.oiseaux.net/maps/images/crave.a.bec.rouge.200.w.jpg,"['https://www.oiseaux.net/photos/julien.daubignard/images/id/crave.a.bec.rouge.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/id/crave.a.bec.rouge.frpe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/crave.a.bec.rouge.roba.6p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/id/crave.a.bec.rouge.stme.6p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.marques/images/id/crave.a.bec.rouge.doma.3p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/id/crave.a.bec.rouge.stme.3p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/crave.a.bec.rouge.heen.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.marques/images/id/crave.a.bec.rouge.doma.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/crave.a.bec.rouge.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/francois.granja/images/id/crave.a.bec.rouge.frgr.2p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/crave.a.bec.rouge.roba.7p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.riviere/images/id/crave.a.bec.rouge.jari.2p.152.h.jpg', 'https://www.oiseaux.net/photos/pascale.becue/images/id/crave.a.bec.rouge.pbec.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yvon.toupin/images/id/crave.a.bec.rouge.yvto.1p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/crave.a.bec.rouge.auau.7p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/id/crave.a.bec.rouge.juda.5p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/crave.a.bec.rouge.dico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/crave.a.bec.rouge.anco.4p.152.h.jpg']",https://www.oiseaux.net/chant/jean.roche/crave.a.bec.rouge.1.mp3
Bihoreau gris,Nycticorax nycticorax,65 cm,105 à 112 cm.,Pélécaniformes,Ardéidés,https://www.oiseaux.net/maps/images/bihoreau.gris.200.w.jpg,"['https://www.oiseaux.net/photos/nathalie.santa.maria/images/id/bihoreau.gris.nasa.8p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/id/bihoreau.gris.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/daniel.pernet/images/id/bihoreau.gris.dape.5p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.perrocheau/images/id/bihoreau.gris.dipe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.et.fabienne.vernaudon/images/id/bihoreau.gris.mver.1p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.fichter/images/id/bihoreau.gris.pafi.6p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.fromont/images/id/bihoreau.gris.difr.1p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/bihoreau.gris.roba.1p.152.h.jpg', 'https://www.oiseaux.net/photos/nathalie.santa.maria/images/id/bihoreau.gris.nasa.18p.152.h.jpg', 'https://www.oiseaux.net/photos/regine.le.courtois.nivart/images/id/bihoreau.gris.rlcn.5p.152.h.jpg', 'https://www.oiseaux.net/photos/pascale.becue/images/id/bihoreau.gris.pbec.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.et.fabienne.vernaudon/images/id/bihoreau.gris.mver.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/id/bihoreau.gris.jcja.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.giraud-audine/images/id/bihoreau.gris.miga.1p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.fichter/images/id/bihoreau.gris.pafi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/thierry.becret/images/id/bihoreau.gris.thbe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.palomares/images/bihoreau.gris.vipa.6p.152.h.jpg', 'https://www.oiseaux.net/photos/sylvain.uriot/images/bihoreau.gris.syur.5p.152.h.jpg']",https://www.oiseaux.net/chant/franck.bruneliere/bihoreau.gris.1.mp3
